date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:32:06	58/58	---M--	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:06%20GMT	https://www.4505burgersandbbq.com/robots.txt		(from )
11:32:06	36628/36628	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:07%20GMT	https://www.4505burgersandbbq.com/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/index.html	(from )
11:32:07	1523/1523	---M--	200	added ('OK')	image/png	etag:%227f13be7cd11cbc7f4d08a221524e20c5%22	https://media-cdn.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/accounts/media/VGBoO2VGS1WkMDLfvgZp_Roger%20(1).png	D:/MagicRestaurante/MagicRestaurante/media-cdn.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/accounts/media/VGBoO2VGS1WkMDLfvgZp_Roger%20(1).png	(from https://www.4505burgersandbbq.com/)
11:32:08	34684/34684	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202019%206:03:51%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/accounts/media/aV9AKL9zRiWDIgDP8a1I_Final_4505BurgersBBQ_Logo.png?w=1200&fit=fill&auto=compress,format&h=600&bg=EDEDF1&pad=100	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/accounts/media/aV9AKL9zRiWDIgDP8a1I_Final_4505BurgersBBQ_Logo1dd2.jpg	(from https://www.4505burgersandbbq.com/)
11:32:08	36604/36604	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2030%20Apr%202019%2018:57:30%20GMT	https://theme-assets.getbento.com/sensei/c8fe6f0.sensei/assets/js/head.min.js	D:/MagicRestaurante/MagicRestaurante/theme-assets.getbento.com/sensei/c8fe6f0.sensei/assets/js/head.min.js	(from https://www.4505burgersandbbq.com/)
11:32:09	43964/43964	---MC-	200	added ('OK')	text/javascript	date:Tue,%2021%20May%202019%2023:53:44%20GMT	https://www.google-analytics.com/analytics.js	D:/MagicRestaurante/MagicRestaurante/www.google-analytics.com/analytics.js	(from https://www.4505burgersandbbq.com/)
11:32:09	38481/38481	---M--	200	added ('OK')	image/png	date:Wed,%2015%20May%202019%2023:46:47%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/accounts/media/aV9AKL9zRiWDIgDP8a1I_Final_4505BurgersBBQ_Logo.png	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/accounts/media/aV9AKL9zRiWDIgDP8a1I_Final_4505BurgersBBQ_Logo.png	(from https://www.4505burgersandbbq.com/)
11:32:10	25380/25380	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:10%20GMT	https://www.4505burgersandbbq.com/location/san-francisco/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/location/san-francisco/index.html	(from https://www.4505burgersandbbq.com/)
11:32:10	24990/24990	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:11%20GMT	https://www.4505burgersandbbq.com/location/oakland/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/location/oakland/index.html	(from https://www.4505burgersandbbq.com/)
11:32:10	49993/49993	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:11%20GMT	https://www.4505burgersandbbq.com/menus/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/menus/index.html	(from https://www.4505burgersandbbq.com/)
11:32:11	33939/33939	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:11%20GMT	https://www.4505burgersandbbq.com/about/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/about/index.html	(from https://www.4505burgersandbbq.com/)
11:32:11	403193/403193	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20May%202019%2017:58:34%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/276924505BBQ_029.png?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/276924505BBQ_0298417.jpg	(from https://www.4505burgersandbbq.com/)
11:32:11	30289/30289	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:12%20GMT	https://www.4505burgersandbbq.com/staff/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/staff/index.html	(from https://www.4505burgersandbbq.com/)
11:32:11	47238/47238	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:12%20GMT	https://www.4505burgersandbbq.com/press/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/press/index.html	(from https://www.4505burgersandbbq.com/)
11:32:12	25245/25245	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:12%20GMT	https://www.4505burgersandbbq.com/feed-the-pig/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/feed-the-pig/index.html	(from https://www.4505burgersandbbq.com/)
11:32:12	361021/361021	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20May%202019%2017:19:45%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/953124505BBQ_005.png?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/953124505BBQ_0058417.jpg	(from https://www.4505burgersandbbq.com/)
11:32:13	25113/25113	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:13%20GMT	https://www.4505burgersandbbq.com/delivery/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/delivery/index.html	(from https://www.4505burgersandbbq.com/)
11:32:13	33987/33987	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:14%20GMT	https://www.4505burgersandbbq.com/catering/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/catering/index.html	(from https://www.4505burgersandbbq.com/)
11:32:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202019%2016:32:14%20GMT	https://www.4505burgersandbbq.com/menus	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/menus	(from https://www.4505burgersandbbq.com/)
11:32:14	313188/313188	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20May%202019%203:14:41%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/311594505BBQ_019.png?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/311594505BBQ_0198417.jpg	(from https://www.4505burgersandbbq.com/)
11:32:14	24711/24711	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:14%20GMT	https://www.4505burgersandbbq.com/news/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/news/index.html	(from https://www.4505burgersandbbq.com/)
11:32:14	30662/30662	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:15%20GMT	https://www.4505burgersandbbq.com/jobs/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/jobs/index.html	(from https://www.4505burgersandbbq.com/)
11:32:14	321531/321531	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20May%202019%2017:58:34%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/13792IMG_1102.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/13792IMG_11028417.jpg	(from https://www.4505burgersandbbq.com/)
11:32:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202019%2016:32:15%20GMT	https://www.4505burgersandbbq.com/menus	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/menus	(from https://www.4505burgersandbbq.com/)
11:32:14	27334/27334	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:15%20GMT	https://www.4505burgersandbbq.com/contact/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/contact/index.html	(from https://www.4505burgersandbbq.com/)
11:32:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202019%2016:32:16%20GMT	https://www.4505burgersandbbq.com/catering	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/catering	(from https://www.4505burgersandbbq.com/)
11:32:16	292207/292207	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20May%202019%2014:42:44%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/723014505_bbq_catering25.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/723014505_bbq_catering258417.jpg	(from https://www.4505burgersandbbq.com/)
11:32:17	88649/88649	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202019%2021:30:09%20GMT	https://scontent.cdninstagram.com/vp/36c1dd626249665184adb417142d8625/5D97B3D4/t51.2885-15/sh0.08/e35/s640x640/60257777_176286070033145_4193088120144401279_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/36c1dd626249665184adb417142d8625/5D97B3D4/t51.2885-15/sh0.08/e35/s640x640/60257777_176286070033145_4193088120144401279_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:18	430379/430379	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20May%202019%205:11:55%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/14070Office_1_-_4505BBQ_018.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/14070Office_1_-_4505BBQ_0188417.jpg	(from https://www.4505burgersandbbq.com/)
11:32:18	105517/105517	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202019%2002:09:34%20GMT	https://scontent.cdninstagram.com/vp/41c4a268e1fdb95e982e091640416081/5D99F553/t51.2885-15/sh0.08/e35/s640x640/60188173_198553547792407_1598476464928756084_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/41c4a268e1fdb95e982e091640416081/5D99F553/t51.2885-15/sh0.08/e35/s640x640/60188173_198553547792407_1598476464928756084_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:19	427131/427131	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20May%202019%2017:58:34%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/34037IMG_1099.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/34037IMG_10998417.jpg	(from https://www.4505burgersandbbq.com/)
11:32:19	80815/80815	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20May%202019%2023:18:30%20GMT	https://scontent.cdninstagram.com/vp/697246c69fe1e3369aec8e7218a9cb18/5D9990BF/t51.2885-15/sh0.08/e35/s640x640/60495097_667500923663329_618777791446931821_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/697246c69fe1e3369aec8e7218a9cb18/5D9990BF/t51.2885-15/sh0.08/e35/s640x640/60495097_667500923663329_618777791446931821_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:19	73729/73729	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20May%202019%2016:41:16%20GMT	https://scontent.cdninstagram.com/vp/bcdd58f55d79e5fc889ada9ca7c7182a/5D78D78E/t51.2885-15/sh0.08/e35/s640x640/60140006_440817226696931_7328698270140583122_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/bcdd58f55d79e5fc889ada9ca7c7182a/5D78D78E/t51.2885-15/sh0.08/e35/s640x640/60140006_440817226696931_7328698270140583122_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:20	95111/95111	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20May%202019%2018:03:40%20GMT	https://scontent.cdninstagram.com/vp/4997b07757677ab7f5084496d498f8ff/5D98788B/t51.2885-15/sh0.08/e35/s640x640/60129647_2324348594519640_2976428095273792334_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/4997b07757677ab7f5084496d498f8ff/5D98788B/t51.2885-15/sh0.08/e35/s640x640/60129647_2324348594519640_2976428095273792334_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:20	71670/71670	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20May%202019%2021:50:41%20GMT	https://scontent.cdninstagram.com/vp/992fad01fb329e99c18a87a43e889398/5D8C2792/t51.2885-15/sh0.08/e35/s640x640/60495295_2336861813252458_4810628012439883355_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/992fad01fb329e99c18a87a43e889398/5D8C2792/t51.2885-15/sh0.08/e35/s640x640/60495295_2336861813252458_4810628012439883355_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:20	77001/77001	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2022:57:09%20GMT	https://scontent.cdninstagram.com/vp/768ecf795e74e96a2ca3f1c265310348/5CF77ACB/t51.2885-15/sh0.08/e35/s640x640/60834976_1604980986306113_6882634092389020435_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/768ecf795e74e96a2ca3f1c265310348/5CF77ACB/t51.2885-15/sh0.08/e35/s640x640/60834976_1604980986306113_6882634092389020435_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:20	98844/98844	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2000:02:29%20GMT	https://scontent.cdninstagram.com/vp/be3e844005390dee9231477ef05708cf/5D7E693A/t51.2885-15/sh0.08/e35/s640x640/60301358_418800195384288_4723866999711672022_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/be3e844005390dee9231477ef05708cf/5D7E693A/t51.2885-15/sh0.08/e35/s640x640/60301358_418800195384288_4723866999711672022_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:21	81493/81493	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20May%202019%2016:53:57%20GMT	https://scontent.cdninstagram.com/vp/953fd33a5ad6565445aae399d442b5f6/5D8ECA03/t51.2885-15/sh0.08/e35/s640x640/60841940_449473152289557_3660055066015042832_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/953fd33a5ad6565445aae399d442b5f6/5D8ECA03/t51.2885-15/sh0.08/e35/s640x640/60841940_449473152289557_3660055066015042832_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:21	65578/65578	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20May%202019%2023:49:44%20GMT	https://scontent.cdninstagram.com/vp/44dc84b3a8622035ccd9d5c926f45761/5D8798CD/t51.2885-15/sh0.08/e35/s640x640/60385520_2156097691350105_2941497507982688855_n.jpg?_nc_ht=scontent.cdninstagram.com	D:/MagicRestaurante/MagicRestaurante/scontent.cdninstagram.com/vp/44dc84b3a8622035ccd9d5c926f45761/5D8798CD/t51.2885-15/sh0.08/e35/s640x640/60385520_2156097691350105_2941497507982688855_n7d5a.jpg	(from https://www.4505burgersandbbq.com/)
11:32:22	221898/221898	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2030%20Apr%202019%2018:57:30%20GMT	https://theme-assets.getbento.com/sensei/c8fe6f0.sensei/assets/js/foot.libs.min.js	D:/MagicRestaurante/MagicRestaurante/theme-assets.getbento.com/sensei/c8fe6f0.sensei/assets/js/foot.libs.min.js	(from https://www.4505burgersandbbq.com/)
11:32:23	18992/18992	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ced2b4c-4a30%22	https://assets-cdn.getbento.com/static/analytics/js/bento-analytics.min.1683a27274c4.js	D:/MagicRestaurante/MagicRestaurante/assets-cdn.getbento.com/static/analytics/js/bento-analytics.min.1683a27274c4.js	(from https://www.4505burgersandbbq.com/)
11:32:23	1088505/1088505	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2030%20Apr%202019%2018:57:30%20GMT	https://theme-assets.getbento.com/sensei/c8fe6f0.sensei/assets/js/bentobox.min.js	D:/MagicRestaurante/MagicRestaurante/theme-assets.getbento.com/sensei/c8fe6f0.sensei/assets/js/bentobox.min.js	(from https://www.4505burgersandbbq.com/)
11:32:24	164688/164688	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jun%202019%2016:32:23%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/mediausers/custom_fields_galleries/images/s65yArYQXm7sSnZjcxzC_4505BBQ_002.jpg?w=1200&fit=crop&auto=compress,format&h=600	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/mediausers/custom_fields_galleries/images/s65yArYQXm7sSnZjcxzC_4505BBQ_00211d2.jpg	(from https://www.4505burgersandbbq.com/location/san-francisco/)
11:32:26	437467/437467	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20May%202019%2014:43:01%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/mediausers/custom_fields_galleries/images/s65yArYQXm7sSnZjcxzC_4505BBQ_002.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/mediausers/custom_fields_galleries/images/s65yArYQXm7sSnZjcxzC_4505BBQ_0028417.jpg	(from https://www.4505burgersandbbq.com/location/san-francisco/)
11:32:28	77292/77292	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jun%202019%2016:32:25%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/93424505_macarthur49.jpg?w=1200&fit=crop&auto=compress,format&h=600	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/93424505_macarthur4911d2.jpg	(from https://www.4505burgersandbbq.com/location/oakland/)
11:32:28	397714/397714	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202019%2018:56:39%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/93424505_macarthur49.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/93424505_macarthur498417.jpg	(from https://www.4505burgersandbbq.com/location/oakland/)
11:32:38	78369/78369	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202019%202:19:54%20GMT	http://getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/IMG_0664.jpg?w=1000&fit=max&auto=compress,format&h=1000	D:/MagicRestaurante/MagicRestaurante/getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/IMG_06647c0c.jpg	(from https://www.4505burgersandbbq.com/menus/)
11:32:41	76751/76751	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202019%204:28:51%20GMT	http://getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/IMG_0251.jpg?w=1000&fit=max&auto=compress,format&h=1000	D:/MagicRestaurante/MagicRestaurante/getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/IMG_02517c0c.jpg	(from https://www.4505burgersandbbq.com/menus/)
11:32:41	71931/71931	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Jun%202019%2013:59:21%20GMT	https://getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/4505_Sandwich_Catering4.jpg?w=1000&fit=max&auto=compress,format&h=1000	D:/MagicRestaurante/MagicRestaurante/getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/4505_Sandwich_Catering47c0c.jpg	(from https://www.4505burgersandbbq.com/menus/)
11:32:51	68124/68124	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20May%202019%2015:35:21%20GMT	https://getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/4505_bestdamn_cheeseburger7.jpg?w=1000&fit=max&auto=compress,format&h=1000	D:/MagicRestaurante/MagicRestaurante/getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/4505_bestdamn_cheeseburger77c0c.jpg	(from https://www.4505burgersandbbq.com/menus/)
11:32:51	74519/74519	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%206:10:08%20GMT	http://getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/IMG_0956.jpg?w=1000&fit=max&auto=compress,format&h=1000	D:/MagicRestaurante/MagicRestaurante/getbento.imgix.net/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/IMG_09567c0c.jpg	(from https://www.4505burgersandbbq.com/menus/)
11:32:51	126808/126808	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202019%2022:56:08%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/mediausers/custom_fields_galleries/images/LbsD6tzFSUyoEfPsSet0_Office%201%20-%204505_WEB_69.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/mediausers/custom_fields_galleries/images/LbsD6tzFSUyoEfPsSet0_Office%201%20-%204505_WEB_698417.jpg	(from https://www.4505burgersandbbq.com/about/)
11:32:52	163018/163018	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Jun%202019%2021:58:58%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/685274505shop_23.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/685274505shop_238417.jpg	(from https://www.4505burgersandbbq.com/about/)
11:32:53	146093/146093	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202019%2022:56:08%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/833594505_Book_Butchery.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/833594505_Book_Butchery8417.jpg	(from https://www.4505burgersandbbq.com/about/)
11:32:53	585950/585950	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20May%202019%2017:58:56%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/mediausers/custom_fields_galleries/images/5TANCrZOTTu9O6fgUOL8_Office%201%20-%204505BBQ_024.jpg?fit=max&w=1800&auto=format,compress	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/mediausers/custom_fields_galleries/images/5TANCrZOTTu9O6fgUOL8_Office%201%20-%204505BBQ_0248417.jpg	(from https://www.4505burgersandbbq.com/menus/)
11:32:53	39638/39638	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202019%2021:54:07%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/68583IMG_6122.JPG?w=600&fit=max&auto=compress,format&h=600	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/68583IMG_61220982.jpg	(from https://www.4505burgersandbbq.com/about/)
11:32:53	23859/23859	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:54%20GMT	https://www.4505burgersandbbq.com/team-member/allie-mcelwee/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/team-member/allie-mcelwee/index.html	(from https://www.4505burgersandbbq.com/about/)
11:32:54	33282/33282	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202019%2022:56:08%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/59371IMG_6142.JPG?w=600&fit=max&auto=compress,format&h=600	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/59371IMG_61420982.jpg	(from https://www.4505burgersandbbq.com/about/)
11:32:54	35158/35158	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jun%202019%2016:32:54%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/62165IMG_6127.JPG?w=600&fit=max&auto=compress,format&h=600	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/62165IMG_61270982.jpg	(from https://www.4505burgersandbbq.com/about/)
11:32:54	23843/23843	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:55%20GMT	https://www.4505burgersandbbq.com/team-member/andrew-ghetia/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/team-member/andrew-ghetia/index.html	(from https://www.4505burgersandbbq.com/about/)
11:32:54	40988/40988	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202019%2022:56:08%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/27658IMG_6129.JPG?w=600&fit=max&auto=compress,format&h=600	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/27658IMG_61290982.jpg	(from https://www.4505burgersandbbq.com/about/)
11:32:54	38740/38740	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202019%2022:56:08%20GMT	https://images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/18586IMG_8847.jpg?w=600&fit=max&auto=compress,format&h=600	D:/MagicRestaurante/MagicRestaurante/images.getbento.com/accounts/97ae301c7b59ad6c97ebfcbc34795edb/media/images/18586IMG_88470982.jpg	(from https://www.4505burgersandbbq.com/about/)
11:32:54	23843/23843	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202019%2016:32:55%20GMT	https://www.4505burgersandbbq.com/team-member/donnie-goolesby/	D:/MagicRestaurante/MagicRestaurante/www.4505burgersandbbq.com/team-member/donnie-goolesby/index.html	(from https://www.4505burgersandbbq.com/about/)
